,Suburb,Address,Type,Price,Method,Date,Distance,Postcode,Landsize,Lattitude,Longtitude,Regionname,Propertycount
1114,Richmond,8 Malleson St,House,1420000.0,Property sold,2016-05-14,2.6,3121,198.0,-37.8225,145.0007,Northern Metropolitan,14949
1115,Kew,2/120 Princess St,Unit,478000.0,Property sold,2016-05-14,5.6,3101,0.0,-37.7997,145.0304,Southern Metropolitan,10331
1116,Richmond,292 Lennox St,House,1710000.0,Property passed in,2016-05-14,2.6,3121,202.0,-37.8241,144.9934,Northern Metropolitan,14949
1117,Sunshine,3 Lynch St,House,715000.0,Property sold,2016-05-14,12.6,3020,558.0,-37.7807,144.8341,Western Metropolitan,3755
1118,Sunshine,4/162 Cornwall Rd,House,425000.0,Property sold,2016-05-14,12.6,3020,225.0,-37.7795,144.8432,Western Metropolitan,3755
1119,Richmond,31 Westbank Tce,House,1346000.0,Property sold,2016-05-14,2.6,3121,207.0,-37.8215,145.0132,Northern Metropolitan,14949
1120,Elwood,3/44 Scott St,Townhouse,940000.0,Property sold,2016-05-14,7.7,3184,0.0,-37.8808,144.9893,Southern Metropolitan,8989
1121,Watsonia,1/18 Leafield St,Unit,537000.0,Property sold,2016-05-14,14.9,3087,327.0,-37.7125,145.0768,Northern Metropolitan,2329
1122,Balwyn North,151 Bulleen Rd,House,980000.0,Property sold prior,2016-05-14,9.2,3104,542.0,-37.7832,145.0779,Southern Metropolitan,7809
1123,Doncaster,170 Ayr St,House,1250000.0,Property sold prior,2016-05-14,13.9,3108,767.0,-37.7735,145.1044,Eastern Metropolitan,9028
1124,Doncaster,768 Elgar Rd,House,1140000.0,Property sold,2016-05-14,13.9,3108,679.0,-37.7915,145.1224,Eastern Metropolitan,9028
1125,Footscray,95 Gordon St,House,780000.0,Property sold,2016-05-14,6.4,3011,323.0,-37.7935,144.8893,Western Metropolitan,7570
1126,Carlton,176 Cardigan St,House,1630100.0,Property sold,2016-05-14,1.8,3053,132.0,-37.801,144.9656,Northern Metropolitan,6786
1127,Carlton,102/479 Cardigan St,Unit,480000.0,Vendor Bid,2016-05-14,1.8,3053,0.0,-37.7939,144.9663,Northern Metropolitan,6786
1128,Carlton,136 Faraday St,House,1600000.0,Property passed in,2016-05-14,1.8,3053,635.0,-37.7988,144.97,Northern Metropolitan,6786
1129,Carlton,403/20 Reeves St,Unit,500000.0,Property sold,2016-05-14,1.8,3053,0.0,-37.7929,144.9705,Northern Metropolitan,6786
1130,Flemington,111 Wellington St,House,1700000.0,Property sold prior,2016-05-14,4.4,3031,616.0,-37.7837,144.9319,Northern Metropolitan,3593
1131,Northcote,36 Tanner Gr,House,926000.0,Property sold,2016-05-14,5.5,3070,380.0,-37.7709,145.0105,Northern Metropolitan,11364
1132,Northcote,118 Roberts St,House,1101000.0,Property sold,2016-05-14,5.5,3070,229.0,-37.7784,145.0042,Northern Metropolitan,11364
1133,Northcote,81 Mitchell St,House,2700000.0,Property sold,2016-05-14,5.5,3070,490.0,-37.7726,145.0048,Northern Metropolitan,11364
1134,Northcote,19 Hunter St,House,890000.0,Property sold,2016-05-14,5.5,3070,225.0,-37.7663,145.0009,Northern Metropolitan,11364
1135,Northcote,8/62 Cunningham St,Unit,320000.0,Property passed in,2016-05-14,5.5,3070,0.0,-37.7827,144.9999,Northern Metropolitan,11364
1136,Northcote,1/68 Bridge St,Unit,312000.0,Property sold,2016-05-14,5.5,3070,0.0,-37.7783,144.9954,Northern Metropolitan,11364
1137,Bentleigh East,23 Yarraburn Cl,House,1100000.0,Property sold,2016-05-14,13.9,3165,274.0,-37.9257,145.0735,Southern Metropolitan,10969
1138,Maribyrnong,4/105 Raleigh Rd,Townhouse,510000.0,Property passed in,2016-05-14,8.7,3032,176.0,-37.7693,144.8905,Western Metropolitan,4918
1139,Maribyrnong,3/105 Raleigh Rd,Townhouse,470000.0,Property sold,2016-05-14,8.7,3032,0.0,-37.7692,144.8905,Western Metropolitan,4918
1140,Maribyrnong,2/105 Raleigh Rd,Townhouse,479000.0,Property sold,2016-05-14,8.7,3032,0.0,-37.7691,144.8905,Western Metropolitan,4918
1141,Maribyrnong,26 Mitchell St,House,1072000.0,Property sold,2016-05-14,8.7,3032,1396.0,-37.7833,144.888,Western Metropolitan,4918
1142,Malvern East,24 Prior Rd,House,1150000.0,Property passed in,2016-05-14,11.2,3145,604.0,-37.8835,145.0886,Southern Metropolitan,8801
1143,Airport West,241 Parer Rd,House,755000.0,Property passed in,2016-05-14,13.5,3042,596.0,-37.7248,144.8699,Western Metropolitan,3464
1144,Yarraville,9 Stanger St,House,796000.0,Property sold,2016-05-14,7.0,3013,464.0,-37.8151,144.8638,Western Metropolitan,6543
1145,Camberwell,603 Burke Rd,House,2000000.0,Vendor Bid,2016-05-14,7.8,3124,801.0,-37.84,145.0548,Southern Metropolitan,8920
1146,Camberwell,3/5 Holly St,Unit,591000.0,Property passed in,2016-05-14,7.8,3124,0.0,-37.8255,145.0592,Southern Metropolitan,8920
1147,Glen Iris,2/14 Nash St,Unit,480000.0,Property sold prior,2016-05-14,9.2,3146,0.0,-37.8559,145.049,Southern Metropolitan,10412
1148,Glen Iris,11 Kenilworth Gr,House,1625000.0,Property sold,2016-05-14,9.2,3146,1005.0,-37.8528,145.0487,Southern Metropolitan,10412
1149,Bentleigh East,47 MacKie Rd,House,880000.0,Property passed in,2016-05-14,13.9,3165,660.0,-37.9173,145.0742,Southern Metropolitan,10969
1150,Glen Iris,130 High St,House,1550000.0,Property passed in,2016-05-14,9.2,3146,769.0,-37.8628,145.0734,Southern Metropolitan,10412
1151,Glen Iris,11/63 Edgar St N,Townhouse,345000.0,Property passed in,2016-05-14,9.2,3146,745.0,-37.8505,145.0459,Southern Metropolitan,10412
1152,Glen Iris,20 Charles St,House,2300000.0,Property sold,2016-05-14,9.2,3146,0.0,-37.8519,145.091,Southern Metropolitan,10412
1153,Pascoe Vale,8 Merbein St,House,683500.0,Property sold,2016-05-14,9.9,3044,590.0,-37.717,144.9507,Northern Metropolitan,7485
1154,Pascoe Vale,6 Merbein St,House,680000.0,Property passed in,2016-05-14,9.9,3044,590.0,-37.717,144.9509,Northern Metropolitan,7485
1155,Hawthorn,4/178 Power St,Unit,517000.0,Property sold,2016-05-14,4.6,3122,0.0,-37.8261,145.0254,Southern Metropolitan,11308
1156,Pascoe Vale,1/30 Archibald St,Unit,488000.0,Property sold,2016-05-14,9.9,3044,219.0,-37.7283,144.9331,Northern Metropolitan,7485
1157,Maribyrnong,9 Dale St,House,1100000.0,Property passed in,2016-05-14,8.7,3032,586.0,-37.7648,144.8881,Western Metropolitan,4918
1158,Glen Iris,16 Flowerdale Rd,House,2000000.0,Property passed in,2016-05-14,9.2,3146,696.0,-37.8563,145.0709,Southern Metropolitan,10412
1159,Bentleigh East,2/15 Liverpool St,Townhouse,805000.0,Property sold,2016-05-14,13.9,3165,268.0,-37.9196,145.0691,Southern Metropolitan,10969
1160,Hawthorn East,63 Victoria Rd,House,2250000.0,Property passed in,2016-05-14,7.5,3123,452.0,-37.8223,145.0494,Southern Metropolitan,6482
1161,Fitzroy North,70 Park St,House,1785000.0,Property sold,2016-05-14,3.5,3068,188.0,-37.7815,144.9869,Northern Metropolitan,6244
1162,Abbotsford,7/20 Abbotsford St,Unit,441000.0,Property sold prior,2016-05-14,2.5,3067,0.0,-37.8016,144.9988,Northern Metropolitan,4019
1163,West Footscray,49 Napoleon St,House,845000.0,Property sold,2016-05-14,8.2,3012,596.0,-37.791,144.8658,Western Metropolitan,5058
1164,Moonee Ponds,59 Scott St,House,1145000.0,Property sold prior,2016-05-14,6.9,3039,478.0,-37.7615,144.9076,Western Metropolitan,6232
1165,Moonee Ponds,24 Steele St,House,1322000.0,Property sold,2016-05-14,6.9,3039,549.0,-37.7696,144.929,Western Metropolitan,6232
1166,Moonee Ponds,29 Winchester St,House,1015000.0,Property sold,2016-05-14,6.9,3039,228.0,-37.7685,144.9183,Western Metropolitan,6232
1167,Moorabbin,5 Florida Ct,House,1385000.0,Property sold,2016-05-14,14.6,3189,807.0,-37.9431,145.0407,Southern Metropolitan,2555
1168,Ascot Vale,58 Fenton St,House,1340000.0,Property sold,2016-05-14,5.9,3032,683.0,-37.775,144.93200000000004,Western Metropolitan,6567
1169,Newport,87 Elizabeth St,House,1002500.0,Property sold,2016-05-14,8.4,3015,501.0,-37.8356,144.8785,Western Metropolitan,5498
1170,Ascot Vale,70 Munro St,House,955000.0,Property sold,2016-05-14,5.9,3032,263.0,-37.7753,144.9116,Western Metropolitan,6567
1171,Carnegie,52 Emily St,House,1200000.0,Property sold,2016-05-14,11.4,3163,588.0,-37.8937,145.0648,Southern Metropolitan,7822
1172,Carnegie,6 Longstaff St,House,1501000.0,Property sold,2016-05-14,11.4,3163,598.0,-37.9037,145.0588,Southern Metropolitan,7822
1173,Carnegie,215 Neerim Rd,House,950000.0,Vendor Bid,2016-05-14,11.4,3163,586.0,-37.88800000000001,145.0505,Southern Metropolitan,7822
1174,Essendon,54 Ogilvie St,Townhouse,1000000.0,Vendor Bid,2016-05-14,8.0,3040,291.0,-37.7499,144.8927,Western Metropolitan,9264
1175,Essendon,5/322 Buckley St,Unit,460000.0,Property sold,2016-05-14,8.0,3040,0.0,-37.7545,144.8964,Western Metropolitan,9264
1176,Carnegie,1/108 Truganini Rd,Townhouse,970000.0,Property passed in,2016-05-14,11.4,3163,325.0,-37.8933,145.0546,Southern Metropolitan,7822
1177,Gardenvale,2/32 Gardenia Rd,Unit,393000.0,Property sold prior,2016-05-14,9.8,3185,0.0,-37.8971,145.0093,Southern Metropolitan,534
1178,Essendon,38 Vanberg Rd,House,980000.0,Property sold,2016-05-14,8.0,3040,464.0,-37.7545,144.9332,Western Metropolitan,9264
1179,Malvern East,6/5 Peak St,Unit,370000.0,Vendor Bid,2016-05-14,11.2,3145,0.0,-37.8801,145.0874,Southern Metropolitan,8801
1180,Newport,10 Port St,House,807500.0,Property sold,2016-05-14,8.4,3015,647.0,-37.8481,144.8666,Western Metropolitan,5498
1181,Newport,21 Tait St,House,950000.0,Property sold,2016-05-14,8.4,3015,281.0,-37.8431,144.8845,Western Metropolitan,5498
1182,Fitzroy North,79 Delbridge St,House,3400000.0,Property sold,2016-05-14,3.5,3068,445.0,-37.786,144.9864,Northern Metropolitan,6244
1183,Fitzroy North,74 Barkly St,House,1950000.0,Property sold,2016-05-14,3.5,3068,233.0,-37.7786,144.9818,Northern Metropolitan,6244
1184,Eaglemont,1/16 Cape St,Unit,525000.0,Property sold,2016-05-14,10.3,3084,79.0,-37.7612,145.0663,Eastern Metropolitan,1651
1185,Niddrie,98 Haldane Rd,House,785000.0,Property sold,2016-05-14,11.2,3042,620.0,-37.7321,144.8771,Western Metropolitan,2291
1186,Niddrie,17 George St,House,875000.0,Vendor Bid,2016-05-14,11.2,3042,321.0,-37.7424,144.8851,Western Metropolitan,2291
1187,Carlton North,122 Amess St,House,2210000.0,Property sold,2016-05-14,3.2,3054,190.0,-37.7847,144.9741,Northern Metropolitan,3106
1188,Niddrie,2/37 Garnet St,Unit,600000.0,Property sold prior,2016-05-14,11.2,3042,164.0,-37.7479,144.8868,Western Metropolitan,2291
1189,Newport,1 River St,House,1120000.0,Property sold,2016-05-14,8.4,3015,574.0,-37.8414,144.8922,Western Metropolitan,5498
1190,Middle Park,81 Carter St,House,1020000.0,Property sold,2016-05-14,4.1,3206,107.0,-37.8468,144.9612,Southern Metropolitan,2019
1191,Mont Albert,4/1 Nangnak La,Townhouse,660000.0,Property passed in,2016-05-14,11.8,3127,146.0,-37.8157,145.1101,Eastern Metropolitan,2079
1192,Moonee Ponds,13/110 Maribyrnong Rd,Unit,330000.0,Vendor Bid,2016-05-14,6.9,3039,0.0,-37.7715,144.916,Western Metropolitan,6232
1193,Essendon North,4/8 Keam St,Unit,450000.0,Property sold prior,2016-05-14,9.4,3041,88.0,-37.7389,144.8998,Western Metropolitan,1308
1194,Essendon North,11 Duffy St,House,1320000.0,Property sold,2016-05-14,9.4,3041,766.0,-37.7388,144.9006,Western Metropolitan,1308
1195,Newport,75 Woods St,House,1620000.0,Property sold,2016-05-14,8.4,3015,425.0,-37.8456,144.8741,Western Metropolitan,5498
1196,Ormond,3a Fraser St,House,861000.0,Property sold,2016-05-14,11.8,3204,0.0,-37.9026,145.0364,Southern Metropolitan,3578
1197,Ormond,616 North Rd,House,765000.0,Property sold,2016-05-14,11.8,3204,300.0,-37.9045,145.0426,Southern Metropolitan,3578
1198,Middle Park,50 Park Rd,House,1515000.0,Property sold,2016-05-14,4.1,3206,98.0,-37.8541,144.9665,Southern Metropolitan,2019
1199,Malvern East,44 Manning Rd,House,2500000.0,Vendor Bid,2016-05-14,11.2,3145,488.0,-37.8733,145.0507,Southern Metropolitan,8801
1200,Pascoe Vale,199 Cumberland Rd,House,900000.0,Property sold prior,2016-05-14,9.9,3044,608.0,-37.7182,144.9405,Northern Metropolitan,7485
1201,Caulfield South,8 Lygon St,House,1774500.0,Property sold,2016-05-14,9.3,3162,575.0,-37.8993,145.0254,Southern Metropolitan,5051
1202,Hadfield,23 Surrey St,House,545000.0,Property sold prior,2016-05-14,12.1,3046,591.0,-37.7128,144.9471,Northern Metropolitan,2606
1203,Gowanbrae,8 Perth Ct,House,709000.0,Property passed in,2016-05-14,13.6,3043,453.0,-37.7016,144.8974,Western Metropolitan,1071
1204,Toorak,8/5 Gordon St,Unit,405000.0,Property passed in,2016-05-14,4.6,3142,0.0,-37.844,145.005,Southern Metropolitan,7217
1205,Collingwood,1/60 Budd St,Townhouse,897500.0,Property sold,2016-05-14,1.6,3066,82.0,-37.7961,144.9873,Northern Metropolitan,4553
1206,Malvern East,8 MacGregor St,House,1700000.0,Vendor Bid,2016-05-14,11.2,3145,365.0,-37.8818,145.0548,Southern Metropolitan,8801
1207,Collingwood,82 Sackville St,House,1265000.0,Property sold,2016-05-14,1.6,3066,282.0,-37.7985,144.9883,Northern Metropolitan,4553
1208,Preston,60 Cramer St,House,910000.0,Property sold,2016-05-14,8.8,3072,486.0,-37.7395,144.9966,Northern Metropolitan,14577
1209,Burwood,2a Iris St,House,633000.0,Property sold,2016-05-14,11.7,3125,276.0,-37.8454,145.0971,Southern Metropolitan,5678
1210,Viewbank,17 Lena St,House,765000.0,Property sold,2016-05-14,13.8,3084,608.0,-37.7396,145.0885,Eastern Metropolitan,2698
1211,Braybrook,11 Howell Pl,House,585000.0,Property sold,2016-05-14,10.8,3019,631.0,-37.7934,144.8467,Western Metropolitan,3589
1212,Viewbank,19 Lena St,House,920000.0,Property sold,2016-05-14,13.8,3084,834.0,-37.7396,145.0884,Eastern Metropolitan,2698
1213,Viewbank,3 Norma Ct,House,895000.0,Property sold,2016-05-14,13.8,3084,648.0,-37.7346,145.093,Eastern Metropolitan,2698
1214,Prahran,20a Park Rd,House,1100000.0,Property passed in,2016-05-14,4.5,3181,111.0,-37.8525,145.0071,Southern Metropolitan,7717
1215,Watsonia,4 Ananda Ct,House,711000.0,Property sold,2016-05-14,14.9,3087,658.0,-37.7147,145.0752,Northern Metropolitan,2329
1216,Burwood,5 Keogh St,House,1070500.0,Property sold prior,2016-05-14,11.7,3125,776.0,-37.856,145.1104,Southern Metropolitan,5678
1217,Thornbury,1/219 Raleigh St,Unit,332000.0,Property sold prior,2016-05-14,6.5,3071,612.0,-37.7603,145.0165,Northern Metropolitan,8870
1218,Thornbury,269 Mansfield St,House,795000.0,Property sold,2016-05-14,6.5,3071,402.0,-37.7584,145.0214,Northern Metropolitan,8870
1219,Thornbury,46 Harold St,House,1110000.0,Property sold prior,2016-05-14,6.5,3071,288.0,-37.7564,144.9971,Northern Metropolitan,8870
1220,Ashwood,1/7 Murra Ct,Unit,690000.0,Property sold,2016-05-14,12.2,3147,216.0,-37.8711,145.1017,Southern Metropolitan,2894
1221,Hampton East,10a Roydon St,Townhouse,1020000.0,Property sold,2016-05-14,14.5,3188,221.0,-37.9355,145.0257,Southern Metropolitan,2356
1222,Brighton,55 Whyte St,Townhouse,1962000.0,Property sold,2016-05-14,11.2,3186,323.0,-37.9208,144.9996,Southern Metropolitan,10579
1223,Brighton,1/191 New St,Unit,900000.0,Property sold,2016-05-14,11.2,3186,118.0,-37.914,144.9914,Southern Metropolitan,10579
1224,Brighton,97 Dendy St,House,2730000.0,Property sold,2016-05-14,11.2,3186,895.0,-37.9204,145.0028,Southern Metropolitan,10579
1225,Brighton,1/105 Cochrane St,Unit,826000.0,Property sold,2016-05-14,11.2,3186,119.0,-37.8958,144.9994,Southern Metropolitan,10579
1226,Bulleen,38 Rocklea Rd,House,1320000.0,Property passed in,2016-05-14,11.8,3105,411.0,-37.7698,145.083,Eastern Metropolitan,4480
1227,Hampton,3/308 Hampton St,Unit,742000.0,Property sold,2016-05-14,13.7,3188,245.0,-37.9442,145.0016,Southern Metropolitan,5454
1228,Maidstone,1/166 Mitchell St,House,673000.0,Property sold prior,2016-05-14,9.2,3012,285.0,-37.7813,144.8678,Western Metropolitan,3873
1229,Preston,7 Tiernan St,House,690000.0,Property sold,2016-05-14,8.8,3072,594.0,-37.7512,145.017,Northern Metropolitan,14577
1230,Preston,4/22 Newcastle St,Unit,485000.0,Property sold,2016-05-14,8.8,3072,117.0,-37.7514,145.0118,Northern Metropolitan,14577
1231,Preston,97 Murray Rd,House,550000.0,Property passed in,2016-05-14,8.8,3072,405.0,-37.7396,145.0175,Northern Metropolitan,14577
1232,Preston,30 Flett St,Townhouse,635000.0,Property sold,2016-05-14,8.8,3072,79.0,-37.7484,145.0048,Northern Metropolitan,14577
1233,Preston,23 Dean St,House,1260000.0,Property sold prior,2016-05-14,8.8,3072,654.0,-37.7365,145.0173,Northern Metropolitan,14577
1234,Thornbury,296 Gooch St,House,740000.0,Property sold,2016-05-14,6.5,3071,467.0,-37.7606,145.0241,Northern Metropolitan,8870
1235,Rosanna,27 Thomson Dr,House,890000.0,Vendor Bid,2016-05-14,11.4,3084,583.0,-37.733,145.0694,Eastern Metropolitan,3540
1236,Prahran,5/60 Chomley St,Unit,473000.0,Property sold,2016-05-14,4.5,3181,0.0,-37.8559,145.006,Southern Metropolitan,7717
1237,Collingwood,27/78 Oxford St,Unit,865000.0,Property passed in,2016-05-14,1.6,3066,0.0,-37.8035,144.985,Northern Metropolitan,4553
1238,Rosanna,3/201 Rosanna Rd,Unit,600000.0,Property sold,2016-05-14,11.4,3084,169.0,-37.7415,145.0726,Eastern Metropolitan,3540
1239,Williamstown,5/77 Dover Rd,Unit,513500.0,Property sold,2016-05-14,8.0,3016,0.0,-37.8536,144.8981,Western Metropolitan,6380
1240,Williamstown,5/72 Dover Rd,Unit,450000.0,Property sold,2016-05-14,8.0,3016,0.0,-37.8536,144.899,Western Metropolitan,6380
1241,Port Melbourne,39 Heath St,House,900000.0,Property sold prior,2016-05-14,3.8,3207,124.0,-37.8356,144.9439,Southern Metropolitan,8648
1242,Port Melbourne,516/99 Dow St,Unit,820000.0,Vendor Bid,2016-05-14,3.8,3207,2166.0,-37.8415,144.9412,Southern Metropolitan,8648
1243,Balwyn,1 Weston St,House,1860000.0,Property sold,2016-05-14,9.7,3103,671.0,-37.8117,145.0775,Southern Metropolitan,5682
1244,Armadale,7/53 Wattletree Rd,Unit,390000.0,Property sold,2016-05-14,6.3,3143,881.0,-37.8614,145.0222,Southern Metropolitan,4836
1245,Malvern,3/2 Cawkwell St,Townhouse,1390000.0,Property passed in,2016-05-14,7.4,3144,227.0,-37.8577,145.0406,Southern Metropolitan,4675
1246,Malvern,42 Cressy St,House,780000.0,Vendor Bid,2016-05-14,7.4,3144,0.0,-37.8502,145.0418,Southern Metropolitan,4675
1247,Malvern,312 Glenferrie Rd,House,4700000.0,Property sold,2016-05-14,7.4,3144,879.0,-37.8527,145.0301,Southern Metropolitan,4675
1248,Port Melbourne,29 Alfred St,House,825000.0,Property sold,2016-05-14,3.8,3207,111.0,-37.835,144.9373,Southern Metropolitan,8648
1249,Keilor East,21 Henry St,Townhouse,807000.0,Property sold,2016-05-22,12.8,3033,319.0,-37.7393,144.8648,Western Metropolitan,5629
1250,Caulfield South,147 Booran Rd,House,1303500.0,Property sold,2016-05-22,9.3,3162,699.0,-37.8936,145.0366,Southern Metropolitan,5051
1251,Port Melbourne,801/65 Beach St,Unit,2260000.0,Property sold,2016-05-22,3.8,3207,0.0,-37.842,144.9364,Southern Metropolitan,8648
1252,Altona North,252 Millers Rd,House,693000.0,Property sold prior,2016-05-22,11.1,3025,315.0,-37.8391,144.8467,Western Metropolitan,5132
1253,Port Melbourne,153 Dow St,House,1130000.0,Property sold,2016-05-22,3.8,3207,112.0,-37.8404,144.9422,Southern Metropolitan,8648
1254,Pascoe Vale,30 Downs St,Townhouse,550500.0,Property sold,2016-05-22,9.9,3044,135.0,-37.7242,144.9411,Northern Metropolitan,7485
1255,Pascoe Vale,173 Cumberland Rd,House,723000.0,Property sold,2016-05-22,9.9,3044,485.0,-37.7239,144.9395,Northern Metropolitan,7485
1256,Chadstone,2 Fitzroy Gr,House,1415500.0,Property sold,2016-05-22,13.6,3148,1033.0,-37.8738,145.1095,Southern Metropolitan,3582
1257,Newport,8 Agg St,House,993000.0,Property sold prior,2016-05-22,8.4,3015,348.0,-37.8435,144.8788,Western Metropolitan,5498
1258,Newport,29 Charlotte St,House,901000.0,Property sold prior,2016-05-22,8.4,3015,557.0,-37.8378,144.8657,Western Metropolitan,5498
1259,Newport,8 Crawford St,House,650000.0,Property sold prior,2016-05-22,8.4,3015,149.0,-37.8491,144.8903,Western Metropolitan,5498
1260,Carlton North,292 Amess St,House,1950000.0,Property sold,2016-05-22,3.2,3054,207.0,-37.7804,144.9748,Northern Metropolitan,3106
1261,Port Melbourne,41 Dunstan Pde,House,1305000.0,Property sold,2016-05-22,3.8,3207,303.0,-37.8369,144.9183,Southern Metropolitan,8648
1262,Pascoe Vale,6 Collings Ct,House,810000.0,Property sold,2016-05-22,9.9,3044,783.0,-37.7196,144.9485,Northern Metropolitan,7485
1263,Preston,26 Lovelace St,House,771000.0,Property sold,2016-05-22,8.8,3072,484.0,-37.7427,145.0176,Northern Metropolitan,14577
1264,Kew East,174 Kilby Rd,House,2175000.0,Vendor Bid,2016-05-22,7.5,3102,691.0,-37.793,145.0592,Southern Metropolitan,2671
1265,Moonee Ponds,36 Derby St,Townhouse,1345000.0,Property sold prior,2016-05-22,6.9,3039,310.0,-37.7639,144.9126,Western Metropolitan,6232
1266,Kew,10/7 College Pde,Unit,720000.0,Property sold,2016-05-22,5.6,3101,0.0,-37.8135,145.0355,Southern Metropolitan,10331
1267,Kew,7a Peel St,House,1450000.0,Vendor Bid,2016-05-22,5.6,3101,247.0,-37.8053,145.0327,Southern Metropolitan,10331
1268,Altona North,31 Duosa Rd,House,923000.0,Property sold,2016-05-22,11.1,3025,740.0,-37.8269,144.8455,Western Metropolitan,5132
1269,Armadale,63 Denbigh Rd,House,1900000.0,Property sold,2016-05-22,6.3,3143,328.0,-37.8559,145.0158,Southern Metropolitan,4836
1270,Clifton Hill,1 John St,House,730000.0,Property sold,2016-05-22,3.4,3068,103.0,-37.7898,144.9957,Northern Metropolitan,2954
1271,Moonee Ponds,35 Athol St,House,1425000.0,Property sold prior,2016-05-22,6.9,3039,526.0,-37.7701,144.9172,Western Metropolitan,6232
1272,Malvern East,4/24 Hyslop Pde,Unit,820000.0,Property sold,2016-05-22,11.2,3145,0.0,-37.8823,145.0729,Southern Metropolitan,8801
1273,Preston,421 Murray Rd,House,760000.0,Property passed in,2016-05-22,8.8,3072,1254.0,-37.7367,144.9895,Northern Metropolitan,14577
1274,Malvern East,4/16 Repton Rd,Unit,480000.0,Property sold,2016-05-22,11.2,3145,0.0,-37.8811,145.0524,Southern Metropolitan,8801
1275,Moorabbin,13 Franklin St,House,725000.0,Property passed in,2016-05-22,14.6,3189,374.0,-37.939,145.0533,Southern Metropolitan,2555
1276,Moorabbin,5 Margaret St,House,981000.0,Property sold,2016-05-22,14.6,3189,601.0,-37.9361,145.0456,Southern Metropolitan,2555
1277,Carnegie,39 Elimatta Rd,House,1430000.0,Property sold,2016-05-22,11.4,3163,603.0,-37.9023,145.0568,Southern Metropolitan,7822
1278,Port Melbourne,202/115 Nott St,Unit,720000.0,Property sold,2016-05-22,3.8,3207,0.0,-37.84,144.939,Southern Metropolitan,8648
1279,Preston,92 Gilbert Rd,House,986000.0,Property sold,2016-05-22,8.8,3072,472.0,-37.7484,144.9886,Northern Metropolitan,14577
1280,Kew East,89 Kilby Rd,House,1300000.0,Vendor Bid,2016-05-22,7.5,3102,730.0,-37.7917,145.0509,Southern Metropolitan,2671
1281,Port Melbourne,206 Nott St,House,1130000.0,Property passed in,2016-05-22,3.8,3207,159.0,-37.8356,144.9436,Southern Metropolitan,8648
1282,Northcote,42 Kellett St,House,1760000.0,Property sold,2016-05-22,5.5,3070,403.0,-37.7673,145.0081,Northern Metropolitan,11364
1283,Northcote,19a Victoria Rd,House,975000.0,Property sold,2016-05-22,5.5,3070,274.0,-37.7815,145.0096,Northern Metropolitan,11364
1284,Keilor East,54 Norwood Dr,House,770000.0,Property sold,2016-05-22,12.8,3033,546.0,-37.7428,144.8536,Western Metropolitan,5629
1285,Keilor East,81 Quinn Gr,House,700000.0,Property passed in,2016-05-22,12.8,3033,629.0,-37.7423,144.869,Western Metropolitan,5629
1286,Ascot Vale,43 Bloomfield Rd,House,1430000.0,Property sold,2016-05-22,5.9,3032,418.0,-37.7766,144.9187,Western Metropolitan,6567
1287,Balwyn,1 Knutsford St,House,2900000.0,Vendor Bid,2016-05-22,9.7,3103,596.0,-37.815,145.076,Southern Metropolitan,5682
1288,Balwyn,262 Union Rd,House,3290000.0,Property sold,2016-05-22,9.7,3103,1007.0,-37.8135,145.0995,Southern Metropolitan,5682
1289,Oak Park,2/16 Winifred St,Unit,470000.0,Vendor Bid,2016-05-22,11.5,3046,138.0,-37.7209,144.9179,Northern Metropolitan,2651
1290,Burwood,55 Parer St,Townhouse,900000.0,Vendor Bid,2016-05-22,11.7,3125,381.0,-37.8459,145.1041,Southern Metropolitan,5678
1291,Brunswick,131 Tinning St,House,1395000.0,Property sold,2016-05-22,5.2,3056,391.0,-37.7587,144.9548,Northern Metropolitan,11918
1292,Malvern,3/298 Glenferrie Rd,Unit,927000.0,Property sold,2016-05-22,7.4,3144,0.0,-37.8549,145.0298,Southern Metropolitan,4675
1293,Richmond,31/15 River Bvd,Unit,750000.0,Property sold,2016-05-22,2.6,3121,0.0,-37.8128,145.0133,Northern Metropolitan,14949
1294,Richmond,249 Punt Rd,House,905000.0,Property sold,2016-05-22,2.6,3121,254.0,-37.8201,144.9898,Northern Metropolitan,14949
1295,Richmond,2 Kimber St,House,1285000.0,Property sold,2016-05-22,2.6,3121,123.0,-37.8267,145.0122,Northern Metropolitan,14949
1296,Richmond,103/8 Howard St,Unit,380000.0,Property passed in,2016-05-22,2.6,3121,0.0,-37.8331,144.9975,Northern Metropolitan,14949
1297,Keilor East,94 Sterling Dr,House,570000.0,Property sold prior,2016-05-22,12.8,3033,542.0,-37.7408,144.8553,Western Metropolitan,5629
1298,Northcote,6 Dally St,House,1035000.0,Property sold,2016-05-22,5.5,3070,243.0,-37.7653,145.0014,Northern Metropolitan,11364
1299,Northcote,1/5 Emmaline St,Unit,460000.0,Vendor Bid,2016-05-22,5.5,3070,0.0,-37.7641,144.9958,Northern Metropolitan,11364
1300,Richmond,140/73 River St,Unit,604000.0,Property sold prior,2016-05-22,2.6,3121,0.0,-37.8189,145.0131,Northern Metropolitan,14949
1301,Ascot Vale,6/17 Geddes St,Unit,570000.0,Vendor Bid,2016-05-22,5.9,3032,0.0,-37.7779,144.9137,Western Metropolitan,6567
